model,forecast_date,target_date,h,mean,actual,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
"ARIMA(2,1,0)",2021-02-20,2021-03-13,3,9082.33322723466,8698,6039.4200202870015,12125.246434182318,3300.7032127734474,14863.963241695872,1661.6914406228725,16502.975013846448,240.09316062892685,17924.573293840393
"ARIMA(2,1,0)",2021-02-20,2021-03-20,4,8866.80206726495,7052,5020.599536872922,12713.00459765698,1558.8972802869985,16174.706854242904,-512.7921819672902,18246.396316497194,-2309.6738311807985,20043.277965710702
Holt ETS,2021-02-20,2021-02-27,1,9705.854404418125,14028,8402.982353103034,11008.726455733216,7230.356864860616,12181.351943975635,6528.587709948228,12883.121098888023,5919.907625687916,13491.801183148335
Holt ETS,2021-02-20,2021-03-06,2,6279.491336319539,11895,3876.0215762694174,8682.961096369661,1712.8238178940946,10846.158854744983,418.23703121358085,12140.745641425498,-704.6239393535261,13263.606611992604
Holt ETS,2021-02-20,2021-03-13,3,2853.128268220953,8698,-789.1201995666938,6495.3767360086,-4067.25743762368,9773.513974065587,-6029.090625034743,11735.34716147665,-7730.688339125105,13436.944875567011
Holt ETS,2021-02-20,2021-03-20,4,-573.2347998776331,7052,-5592.5432313055935,4446.073631550327,-10110.0773929307,8963.607793175433,-12813.639751653795,11667.170151898528,-15158.576904834923,14012.107305079657
Damped ETS,2021-02-20,2021-02-27,1,10406.84259754729,14028,9175.25797012272,11638.427224971858,8066.793387136338,12746.89180795824,7403.421951454351,13410.263243640227,6828.046162221771,13985.639032872808
Damped ETS,2021-02-20,2021-03-06,2,8226.517785441849,11895,6027.835347755643,10425.200223128055,4048.952567685713,12404.083003197986,2864.670876587711,13588.364694295986,1837.483126200662,14615.552444683035
Damped ETS,2021-02-20,2021-03-13,3,6482.257935757496,8698,3305.2390517611266,9659.276819753864,445.8229515836492,12518.692919931342,-1265.4224889125117,14229.938360427503,-2749.6727037018973,15714.18857521689
Damped ETS,2021-02-20,2021-03-20,4,5086.850056010014,7052,936.3223635893864,9237.377748430641,-2799.2820320039946,12972.982144024023,-5034.890899513633,15208.59101153366,-6973.948186833065,17147.64829885309
ARIMAX (ARIMA+Cases),2021-02-20,2021-02-27,1,11133.209594792519,14028,10043.475916844023,12341.181171521015,9154.190345266312,13540.067576339472,8660.111687500013,14312.558585183953,8253.21996631162,15018.181556715854
ARIMAX (ARIMA+Cases),2021-02-20,2021-03-06,2,9443.712629793581,11895,7959.3612192905475,11204.88262525069,6823.9809304181945,13069.161409373597,6223.526017353805,14330.09325990462,5745.678899233059,15521.874751132917
ARIMAX (ARIMA+Cases),2021-02-20,2021-03-13,3,8127.155323442539,8698,6394.73876367604,10328.905697688098,5153.6554767376565,12816.27263395796,4529.343522579842,14582.831556511968,4049.4320708377236,16311.090665535283
ARIMAX (ARIMA+Cases),2021-02-20,2021-03-20,4,6927.605839222603,7052,5117.710423690442,9377.576824486232,3896.8607873675223,12315.482970088686,3310.401775458322,14497.250158400093,2873.7078516744787,16700.27892211341
LightGBM (skforecast),2021-02-20,2021-02-27,1,15725.690442763436,14028,14381.364236210467,17070.016649316403,13171.428715124512,18279.95217040236,12447.331007335786,19004.049878191086,11819.284233401178,19632.096652125692
LightGBM (skforecast),2021-02-20,2021-03-06,2,15725.690442763436,11895,13824.526089202653,17626.85479632422,12113.418865685935,19337.962019840936,11089.390066847849,20361.990818679024,10201.197801344859,21250.183084182012
LightGBM (skforecast),2021-02-20,2021-03-13,3,15725.690442763436,8698,13397.249151067363,18054.13173445951,11301.579354664162,20149.80153086271,10047.405335129926,21403.975550396946,8959.59641314546,22491.784472381412
LightGBM (skforecast),2021-02-20,2021-03-20,4,15725.690442763436,7052,13037.038029657499,18414.342855869374,10617.166987485587,20834.213898041286,9168.971571908134,22282.409313618737,7912.878024038921,23538.502861487952
XGBoost (sktime),2021-02-20,2021-02-27,1,11091.1005859375,14028,9746.774379384531,12435.426792490469,8536.838858298575,13645.362313576425,7812.741150509849,14369.46002136515,7184.694376575242,14997.506795299758
XGBoost (sktime),2021-02-20,2021-03-06,2,10806.3359375,11895,8905.171583939216,12707.500291060784,7194.064360422499,14418.607514577501,6170.035561584413,15442.636313415587,5281.8432960814225,16330.828578918577
XGBoost (sktime),2021-02-20,2021-03-13,3,8489.8486328125,8698,6161.407341116426,10818.289924508574,4065.7375447132245,12913.959720911775,2811.563525178989,14168.13374044601,1723.7546031945249,15255.942662430476
XGBoost (sktime),2021-02-20,2021-03-20,4,6958.189453125,7052,4269.537040019063,9646.841866230938,1849.6659978471498,12066.71290840285,401.47058226969784,13514.908323980302,0.0,14771.001871849516
N-BEATS (Neural),2021-02-20,2021-02-27,1,12767.564285714285,14028,11356.021768833667,14179.106802594903,10085.589471693414,15449.539099735155,9325.286878515251,16209.841692913318,8665.837765883914,16869.290805544653
N-BEATS (Neural),2021-02-20,2021-03-06,2,12403.128571428571,11895,10406.906000189749,14399.351142667394,8610.243415497196,16196.013727359947,7535.013176717205,17271.243966139937,6602.411297939066,18203.845844918076
N-BEATS (Neural),2021-02-20,2021-03-13,3,12038.692857142858,8698,9593.82950086198,14483.556213423735,7393.37621463862,16684.009499647094,6076.4934941276715,18000.892220158043,4934.294126043985,19143.091588241732
N-BEATS (Neural),2021-02-20,2021-03-20,4,11674.257142857143,7052,8851.172109095909,14497.342176618376,6310.307514815401,17038.206770898883,4789.702328459076,18558.81195725521,3470.804103196402,19877.710182517883
N-HiTS (Neural),2021-02-20,2021-02-27,1,12308.56,14028,10964.23379344703,13652.886206552968,9754.298272361075,14862.821727638924,9030.200564572348,15586.919435427651,8402.153790637742,16214.966209362257
N-HiTS (Neural),2021-02-20,2021-03-06,2,11485.119999999999,11895,9583.955646439215,13386.284353560783,7872.848422922498,15097.3915770775,6848.819624084412,16121.420375915586,5960.6273585814215,17009.61264141858
N-HiTS (Neural),2021-02-20,2021-03-13,3,10661.68,8698,8333.238708303927,12990.121291696074,6237.568911900725,15085.791088099275,4983.394892366489,16339.96510763351,3895.585970382025,17427.774029617976
N-HiTS (Neural),2021-02-20,2021-03-20,4,9838.24,7052,7149.587586894063,12526.892413105936,4729.71654472215,14946.76345527785,3281.5211291446976,16394.958870855302,2025.427581275484,17651.052418724517
TimesFM (Google FM),2021-02-20,2021-02-27,1,11735.3125,14028,10156.485846477364,13314.139153522636,8735.492608063514,14735.132391936486,7885.085351819609,15585.539648180391,7147.483881645641,16323.141118354359
TimesFM (Google FM),2021-02-20,2021-03-06,2,10338.625,11895,8105.826933952159,12571.42306604784,6096.239024146829,14581.01097585317,4893.581548826207,15783.668451173793,3850.4555460798474,16826.794453920153
TimesFM (Google FM),2021-02-20,2021-03-13,3,8941.9375,8698,6207.32951975485,11676.54548024515,3746.0970336102273,14137.777966389773,2273.14845867054,15610.726541329459,995.5852365917272,16888.289763408273
TimesFM (Google FM),2021-02-20,2021-03-20,4,7545.25,7052,4387.596692954727,10702.903307045273,1545.6102161270283,13544.889783872972,0.0,15245.704296360782,0.0,16720.907236708717
Chronos (Amazon FM),2021-02-20,2021-02-27,1,11096.166666666666,14028,9351.147733825857,12841.185599507475,7780.576259789497,14411.757073543835,6840.652450256761,15351.680883076571,6025.408720064481,16166.924613268851
Chronos (Amazon FM),2021-02-20,2021-03-06,2,9060.333333333334,11895,6592.503891912037,11528.16277475463,4371.380412653513,13749.286254013154,3042.1274136149314,15078.539253051737,1889.1986737373763,16231.46799292929
Chronos (Amazon FM),2021-02-20,2021-03-13,3,7024.5,8698,4002.038548150097,10046.961451849904,1281.7289582007788,12767.27104179922,0.0,14395.266835153614,0.0,15807.310396398616
Chronos (Amazon FM),2021-02-20,2021-03-20,4,4988.666666666667,7052,1498.6288009850496,8478.704532348285,0.0,11619.847480421004,0.0,13499.695099486478,0.0,15130.182559871038
ARIMAX + MAPIE (Conformal),2021-02-20,2021-02-27,1,11133.209594792519,14028,10442.759162497705,11823.660027087333,9407.528154860518,12858.89103472452,8686.077401458906,13580.341788126132,7781.52880285508,14484.890386729958
ARIMAX + MAPIE (Conformal),2021-02-20,2021-03-06,2,9443.712629793581,11895,8753.262197498767,10134.163062088395,7718.03118986158,11169.394069725582,6996.580436459968,11890.844823127194,6092.031837856142,12795.39342173102
ARIMAX + MAPIE (Conformal),2021-02-20,2021-03-13,3,8127.155323442539,8698,7436.704891147725,8817.605755737353,6401.473883510538,9852.83676337454,5680.023130108926,10574.287516776152,4775.4745315051005,11478.836115379978
ARIMAX + MAPIE (Conformal),2021-02-20,2021-03-20,4,6927.605839222603,7052,6237.155406927789,7618.056271517417,5201.924399290602,8653.287279154603,4480.47364588899,9374.738032556215,3575.9250472851645,10279.286631160041
ARIMAX + MultiQT (Tracking),2021-02-20,2021-02-27,1,11133.209594792519,14028,9945.902929211923,12320.516260373115,8646.66335196424,13619.755837620798,8553.623638996813,13712.795550588226,7891.475367766345,14374.943821818693
ARIMAX + MultiQT (Tracking),2021-02-20,2021-03-06,2,9443.712629793581,11895,7496.507256356799,11390.918003230363,5772.318180935536,13115.107078651627,4738.125313916006,14149.299945671155,4444.905652360865,14442.519607226297
ARIMAX + MultiQT (Tracking),2021-02-20,2021-03-13,3,8127.155323442539,8698,5219.360047482245,11034.950599402833,3093.5880573486993,13160.722589536379,1988.3259971159105,14265.984649769169,1556.7447135758457,14697.565933309234
ARIMAX + MultiQT (Tracking),2021-02-20,2021-03-20,4,6927.605839222603,7052,3056.6051477817937,10798.606530663412,606.346420442359,13248.865258002847,19.00574637695445,13836.205932068253,0.0,14537.33563864982
Empirical Baseline,2021-02-27,2021-03-06,1,14028.0,11895,13382.0,14998.0,12115.8,16379.599999999999,11616.2,18020.549999999996,10562.475,19690.9
Empirical Baseline,2021-02-27,2021-03-13,2,14028.0,8698,12842.5,15985.0,10618.0,18823.0,10368.0,20478.5,9834.25,21802.0
Empirical Baseline,2021-02-27,2021-03-20,3,14028.0,7052,12379.25,16761.75,9761.6,21093.300000000003,8375.85,22254.149999999998,7046.975,25772.474999999995
Empirical Baseline,2021-02-27,2021-03-27,4,14028.0,6926,12080.0,18793.0,8050.6,22340.800000000003,7070.2,25436.999999999978,6363.0,28330.999999999993
"ARIMA(1,1,0)",2021-02-27,2021-03-06,1,14585.883118961774,11895,13392.172436125025,15779.593801798523,12317.795584715304,16853.970653208245,11674.824284303519,17496.94195362003,11117.1425700645,18054.623667859047
"ARIMA(1,1,0)",2021-02-27,2021-03-13,2,14988.201097880363,8698,12875.68021556558,17100.721980195147,10974.345523071217,19002.05667268951,9836.473240969217,20139.92895479151,8849.538731666387,21126.86346409434
"ARIMA(1,1,0)",2021-02-27,2021-03-20,3,15318.944677075559,7052,12412.874906186207,18225.01444796491,9797.32145984743,20840.567894303687,8232.018001864017,22405.8713522871,6874.350691995929,23763.538662155188
"ARIMA(1,1,0)",2021-02-27,2021-03-27,4,15616.757390818882,6926,12024.365139732856,19209.149641904907,8791.100051932412,22442.414729705353,6856.121040283664,24377.3937413541,5177.815318797038,26055.699462840726
"ARIMA(2,1,0)",2021-02-27,2021-03-06,1,14652.551836782735,11895,13447.12121760535,15857.98245596012,12362.196057894951,16942.90761567052,11712.912019549234,17592.19165401624,11149.754946596255,18155.348726969216
"ARIMA(2,1,0)",2021-02-27,2021-03-13,2,15079.412539597795,8698,12939.794240886153,17219.030838309438,11014.071028352231,19144.75405084336,9861.60319867828,20297.22188051731,8862.009228548864,21296.815850646726
"ARIMA(2,1,0)",2021-02-27,2021-03-20,3,15417.694085415786,7052,12479.38027437223,18356.00789645934,9834.806186067446,21000.581984764125,8252.135041988427,22583.253128843142,6879.403854544531,23955.98431628704
"ARIMA(2,1,0)",2021-02-27,2021-03-27,4,15717.306022522926,6926,12093.355111157613,19341.25693388824,8831.686244658467,22602.925800387384,6879.708714749997,24554.903330295856,5186.65931372972,26247.95273131613
Holt ETS,2021-02-27,2021-03-06,1,12766.72991816806,11895,11424.508627318606,14108.951209017512,10216.467596026985,15316.992240309133,9493.503664124331,16039.956172211787,8866.440271686382,16667.019564649738
Holt ETS,2021-02-27,2021-03-13,2,11505.81871481403,8698,9197.704201008719,13813.93322861934,7120.329138784897,15891.308290843162,5877.103781268619,17134.53364835944,4798.791190767206,18212.846238860853
Holt ETS,2021-02-27,2021-03-20,3,10244.90751146,7052,6905.4957851007075,13584.319237819293,3899.9210610808623,16589.893961839138,2101.2055673021714,18388.60945561783,541.0881260472524,19948.726896872748
Holt ETS,2021-02-27,2021-03-27,4,8983.99630810597,6926,4528.864577123529,13439.128039088413,519.1070449434628,17448.885571268478,-1880.5714397696884,19848.56405598163,-3961.9346516583755,21929.927267870316
Damped ETS,2021-02-27,2021-03-06,1,13370.5616854961,11895,12110.909734838917,14630.213636153285,10977.183685405329,15763.939685586873,10298.694278863713,16442.42909212849,9710.20590451355,17030.91746647865
Damped ETS,2021-02-27,2021-03-13,2,12844.861016615681,8698,10718.179982606984,14971.542050624379,8804.100711873412,16885.62132135795,7658.601312682179,18031.120720549185,6665.051416766756,19024.670616464606
Damped ETS,2021-02-27,2021-03-20,3,12424.300481511345,7052,9451.877793907053,15396.723169115638,6776.604652698292,18071.9963103244,5175.561361135658,19673.03960188703,3786.8950756611794,21061.70588736151
Damped ETS,2021-02-27,2021-03-27,4,12087.852053427878,6926,8287.993119399507,15887.710987456248,4868.001545192559,19307.702561663195,2821.2742474293264,21354.42985942643,1046.0435532049032,23129.66055365085
ARIMAX (ARIMA+Cases),2021-02-27,2021-03-06,1,12914.65524236248,11895,11635.488107228895,14334.449787753934,10592.89833255453,15745.296026914555,10014.187492613586,16655.20244673898,9537.908463284428,17486.886215266346
ARIMAX (ARIMA+Cases),2021-02-27,2021-03-13,2,11997.63343765651,8698,10111.616147632769,14235.430420098779,8669.034776196702,16604.29469029361,7906.127483597893,18206.53770167495,7299.00675530548,19720.930933478663
ARIMAX (ARIMA+Cases),2021-02-27,2021-03-20,3,10723.007062483088,7052,8462.978062249204,13586.5743260007,6839.210475930787,16812.30324270924,6020.57708981283,19098.31545162339,5390.322766371381,21331.353509924516
ARIMAX (ARIMA+Cases),2021-02-27,2021-03-27,4,10568.395606011793,6926,7861.113129254627,14208.03693430114,6022.925940438554,18544.306669166297,5135.465074214343,21748.952445608164,4472.342313648646,24973.711279727406
LightGBM (skforecast),2021-02-27,2021-03-06,1,15641.482525947946,11895,14308.83204394939,16974.1330079465,13109.405039177358,18173.56001271853,12391.596255420174,18891.36879647572,11769.004185190668,19513.960866705223
LightGBM (skforecast),2021-02-27,2021-03-13,2,15641.482525947946,8698,13756.830140402546,17526.134911493347,12060.584203177401,19222.38084871849,11045.449285997453,20237.51576589844,10164.971136452943,21117.99391544295
LightGBM (skforecast),2021-02-27,2021-03-20,3,15641.482525947946,7052,13333.264182395293,17949.700869500597,11255.795670159976,20027.169381735916,10012.514386573312,21270.45066532258,8934.153288546317,22348.811763349575
LightGBM (skforecast),2021-02-27,2021-03-27,4,15641.482525947946,6926,12976.181561950834,18306.783489945057,10577.327552406772,20705.63749948912,9141.709984892403,22141.25506700349,7896.5258444333895,23386.439207462503
XGBoost (sktime),2021-02-27,2021-03-06,1,12270.9130859375,11895,10938.262603938943,13603.563567936057,9738.835599166912,14802.990572708088,9021.026815409728,15520.799356465272,8398.434745180222,16143.391426694778
XGBoost (sktime),2021-02-27,2021-03-13,2,11741.3427734375,8698,9856.6903878921,13625.9951589829,8160.444450666954,15322.241096208047,7145.309533487008,16337.376013387991,6264.831383942497,17217.854162932505
XGBoost (sktime),2021-02-27,2021-03-20,3,12058.5341796875,7052,9750.315836134847,14366.752523240153,7672.847323899531,16444.221035475468,6429.566040312867,17687.502319062132,5351.204942285871,18765.86341708913
XGBoost (sktime),2021-02-27,2021-03-27,4,12058.5341796875,6926,9393.233215690387,14723.835143684613,6994.3792061463255,17122.689153228675,5558.761638631957,18558.306720743043,4313.577498172944,19803.490861202055
N-BEATS (Neural),2021-02-27,2021-03-06,1,13500.342857142858,11895,12101.059851044374,14899.625863241341,10841.661496033741,16159.024218251974,10087.962273088697,16912.723441197017,9434.240599347715,17566.445114938
N-BEATS (Neural),2021-02-27,2021-03-13,2,12972.685714285713,8698,10993.800709463043,14951.570719108384,9212.742475376639,16732.628953194788,8146.850812337696,17798.52061623373,7222.348755315959,18723.022673255466
