model,forecast_date,target_date,h,mean,actual,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
ARIMAX + MultiQT (Tracking),2022-12-10,2023-01-07,4,3288.680289471283,3050,3030.708806315288,3546.6517726272778,2744.147201240564,3833.2133777020017,2592.4460762948092,3984.9145026477563,2563.5841639207397,4013.776415021826
Empirical Baseline,2022-12-17,2022-12-24,1,2989.0,2756,2296.5,3601.75,1152.0,4724.0,575.25,5591.5,-69.875,6888.625
Empirical Baseline,2022-12-17,2022-12-31,2,2989.0,2556,1789.0,3852.0,226.80000000000018,6265.799999999999,-610.1999999999998,7588.199999999998,-1540.8000000000002,8981.200000000003
Empirical Baseline,2022-12-17,2023-01-07,3,2989.0,3050,1085.0,4308.5,-1372.0999999999995,7700.9000000000015,-2491.3999999999996,9485.75,-3560.575,10717.924999999996
Empirical Baseline,2022-12-17,2023-01-14,4,2989.0,4187,833.5,5268.5,-2819.3999999999996,8312.2,-4103.7,10919.300000000003,-5110.9,11844.699999999992
"ARIMA(1,1,0)",2022-12-17,2022-12-24,1,3009.927426367315,2756,1966.6423116581484,4053.212541076482,1027.6531639693724,4992.201688765258,465.7059546919045,5554.148898042726,-21.69944393317337,6041.554296667804
"ARIMA(1,1,0)",2022-12-17,2022-12-31,2,3030.53210265243,2556,1318.6631785409163,4742.401026763943,-222.07225355088485,6283.136458855744,-1144.1403929218322,7205.204598226692,-1943.896992135894,8004.9611974407535
"ARIMA(1,1,0)",2022-12-17,2023-01-07,3,3051.0396596234136,3050,806.5136852882056,5295.565633958622,-1213.6297078185412,7315.709027065368,-2422.6042150222315,8524.68353426906,-3471.209300843055,9573.288620089883
"ARIMA(1,1,0)",2022-12-17,2023-01-14,4,3071.5179922449784,4187,382.9051664077365,5760.13081808222,-2036.9302459874575,8179.966230477414,-3485.1043385776916,9628.140323067648,-4741.179391935475,10884.215376425433
"ARIMA(2,1,0)",2022-12-17,2022-12-24,1,3138.7218021613694,2756,2113.9428762948564,4163.500728027882,1191.609875850331,5085.8337284724075,639.6307002655412,5637.812904057198,160.87108429633827,6116.5725200264005
"ARIMA(2,1,0)",2022-12-17,2022-12-31,2,3190.4784732225653,2556,1558.2786471722554,4822.678299272875,89.24788854977442,6291.709057895356,-789.9078899622464,7170.864836407377,-1552.4444158222987,7933.401362267429
"ARIMA(2,1,0)",2022-12-17,2023-01-07,3,3244.6574852653584,3050,1002.6205640544244,5486.694406476292,-1015.2826035964399,7504.597574127157,-2222.9164260369635,8712.23139656768,-3270.358667767393,9759.67363829811
"ARIMA(2,1,0)",2022-12-17,2023-01-14,4,3279.5494443555317,4187,495.3162348994033,6063.782653811661,-2010.580505554709,8569.679394265771,-3510.258838900504,10069.357727611568,-4811.006140081395,11370.105028792459
Holt ETS,2022-12-17,2022-12-24,1,3129.8266405712134,2756,2037.2623818405243,4222.390899301902,1053.9204673086201,5205.732813833807,465.429912335861,5794.223368806566,-44.99788016513139,6304.651161307558
Holt ETS,2022-12-17,2022-12-31,2,3270.6360815352277,2556,1470.441427939079,5070.830735131376,-149.78991593987257,6691.062079010328,-1119.4331586948306,7660.7053217652865,-1960.4540650300673,8501.726228100522
Holt ETS,2022-12-17,2023-01-07,3,3411.445522499242,3050,887.536146085491,5935.354898912993,-1384.0610240352712,8206.952069033756,-2743.52049541891,9566.411540417394,-3922.6488452443987,10745.539890242882
Holt ETS,2022-12-17,2023-01-14,4,3552.2549634632564,4187,264.2742264746589,6840.235700451854,-2695.0110027626965,9799.52092968921,-4466.024097130372,11570.534024056884,-6002.113838265277,13106.623765191789
Damped ETS,2022-12-17,2022-12-24,1,3111.9929887102066,2756,2076.2128195544647,4147.773157865949,1143.9783569745866,5080.007620445826,586.073554849359,5637.912422571055,102.17434156858735,6121.8116358518255
Damped ETS,2022-12-17,2022-12-31,2,3204.5005980122824,2556,1571.3965676648447,4837.60462835972,101.551996969014,6307.449199055551,-778.0908153118435,7187.092011336408,-1541.0497703330775,7950.050966357642
Damped ETS,2022-12-17,2023-01-07,3,3278.506685453943,3050,1067.2380731063345,5489.775297801552,-922.9726567745797,7479.986027682466,-2114.0336698687793,8671.047040776666,-3147.101471060268,9704.114841968154
Damped ETS,2022-12-17,2023-01-14,4,3337.7115554072716,4187,564.5894421949383,6110.833668619605,-1931.3069650379357,8606.73007585248,-3425.000501478088,10100.42361229263,-4720.556883879908,11395.979994694451
ARIMAX (ARIMA+Cases),2022-12-17,2022-12-24,1,2955.3200604856684,2756,2613.873298404844,3341.3695549968043,2340.4258084492603,3731.763950123248,2190.6601211203374,3986.888050640346,2068.5441417338316,4222.25297671837
ARIMAX (ARIMA+Cases),2022-12-17,2022-12-31,2,3245.5124994271296,2556,2757.7364948122945,3819.5641257794227,2381.7331005617775,4422.5574147889365,2181.701548419771,4828.044143603028,2021.8606557154344,5209.7316173406225
ARIMAX (ARIMA+Cases),2022-12-17,2023-01-07,3,3298.79631021834,3050,2676.126965429728,4066.3455945419614,2216.8687059488207,4908.751279274618,1980.6414763552527,5494.208430056273,1796.233667545206,6058.263628463167
ARIMAX (ARIMA+Cases),2022-12-17,2023-01-14,4,3297.8017878123105,4187,2584.1822640845244,4208.486677912728,2074.954467713806,5241.318207662041,1819.5610736232,5976.989060357421,1623.6456995044875,6698.195693196557
LightGBM (skforecast),2022-12-17,2022-12-24,1,3353.824905133208,2756,2263.383600622355,4444.266209644062,1281.952411112174,5425.697399154242,694.605348155586,6013.044462110831,185.16936444510884,6522.4804458213075
LightGBM (skforecast),2022-12-17,2022-12-31,2,3353.824905133208,2556,1811.7080233221495,4895.941786944267,423.75472458089234,6283.8950856855245,0.0,7114.529267938735,0.0,7834.980545262972
LightGBM (skforecast),2022-12-17,2023-01-07,3,3239.007663426707,3050,1350.307921342224,5127.70740551119,0.0,6827.596089875583,0.0,7844.911044592749,0.0,8727.280051583126
LightGBM (skforecast),2022-12-17,2023-01-14,4,3239.007663426707,4187,1058.1250544050008,5419.890272448413,0.0,7382.752651468775,0.0,8557.446777381952,0.0,9576.318744802906
XGBoost (sktime),2022-12-17,2022-12-24,1,2989.681396484375,2756,1899.2400919735219,4080.122700995228,917.8089024633409,5061.553890505409,330.46183950675277,5648.900953461997,0.0,6158.336937172475
XGBoost (sktime),2022-12-17,2022-12-31,2,3022.559814453125,2556,1480.4429326420664,4564.676696264183,92.48963390080917,5952.629995005441,0.0,6783.264177258652,0.0,7503.715454582888
XGBoost (sktime),2022-12-17,2023-01-07,3,3062.11962890625,3050,1173.419886821767,4950.819370990733,0.0,6650.708055355126,0.0,7668.023010072292,0.0,8550.39201706267
XGBoost (sktime),2022-12-17,2023-01-14,4,3062.11962890625,4187,881.2370198845438,5243.002237927956,0.0,7205.864616948318,0.0,8380.558742861494,0.0,9399.43071028245
N-BEATS (Neural),2022-12-17,2022-12-24,1,3015.3571428571427,2756,1870.3937731207468,4160.320512593538,839.8910241350563,5190.823261579229,223.17660803063927,5807.537677683646,0.0,6342.445460579647
N-BEATS (Neural),2022-12-17,2022-12-31,2,3041.714285714286,2556,1422.491559812674,4660.937011615897,0.0,6118.287975294218,0.0,6990.453866660089,0.0,7746.9277078505365
N-BEATS (Neural),2022-12-17,2023-01-07,3,3068.0714285714284,3050,1084.9366993827211,5051.206157760136,0.0,6836.089276342749,0.0,7904.269978795773,0.0,8830.75743613567
N-BEATS (Neural),2022-12-17,2023-01-14,4,3094.4285714285716,4187,804.5018319557798,5384.355310901363,0.0,7445.360808872744,0.0,8678.789641081577,0.0,9748.60520687358
N-HiTS (Neural),2022-12-17,2022-12-24,1,3073.32,2756,1982.878695489147,4163.761304510854,1001.4475059789661,5145.192494021034,414.10044302237793,5732.539556977623,0.0,6241.9755406880995
N-HiTS (Neural),2022-12-17,2022-12-31,2,3157.64,2556,1615.5231181889412,4699.7568818110585,227.56981944768404,6087.710180552316,0.0,6918.3443628055265,0.0,7638.795640129763
N-HiTS (Neural),2022-12-17,2023-01-07,3,3241.96,3050,1353.260257915517,5130.659742084483,0.0,6830.548426448876,0.0,7847.863381166042,0.0,8730.232388156419
N-HiTS (Neural),2022-12-17,2023-01-14,4,3326.28,4187,1145.397390978294,5507.162609021707,0.0,7470.024988042069,0.0,8644.719113955245,0.0,9663.591081376198
TimesFM (Google FM),2022-12-17,2022-12-24,1,3063.5875,2756,2827.0652888264876,3300.1097111735126,2614.1879206478065,3512.9870793521936,2486.789384401899,3640.385615598101,2376.2901536591626,3750.8848463408376
TimesFM (Google FM),2022-12-17,2022-12-31,2,3138.175,2556,2803.682081155946,3472.6679188440544,2502.628019955364,3773.7219800446364,2322.4592821699216,3953.8907178300788,2166.1897714217494,4110.160228578251
TimesFM (Google FM),2022-12-17,2023-01-07,3,3212.7625,3050,2803.0940131289412,3622.4309868710584,2434.379595661919,3991.1454043380804,2213.7188580741026,4211.806141925897,2022.328576230406,4403.196423769594
TimesFM (Google FM),2022-12-17,2023-01-14,4,3287.35,4187,2814.3055776529754,3760.3944223470244,2388.550841295613,4186.149158704387,2133.7537688037983,4440.946231196202,1912.755307318325,4661.9446926816745
Chronos (Amazon FM),2022-12-17,2022-12-24,1,3187.1,2756,2925.6807139661178,3448.519286033882,2690.395201768628,3683.804798231372,2549.5862932863092,3824.6137067136906,2427.455564570653,3946.7444354293466
Chronos (Amazon FM),2022-12-17,2022-12-31,2,3385.2,2556,3015.4973002249926,3754.902699775007,2682.753337845402,4087.646662154598,2483.619469766755,4286.7805302332445,2310.900536834565,4459.4994631654345
Chronos (Amazon FM),2022-12-17,2023-01-07,3,3583.3,3050,3130.5085145109356,4036.091485489065,2722.9820531000164,4443.617946899984,2479.0938694503243,4687.5061305496765,2267.5572421493966,4899.042757850604
Chronos (Amazon FM),2022-12-17,2023-01-14,4,3781.4,4187,3258.5614279322363,4304.238572067764,2787.9904035372565,4774.809596462744,2506.372586572619,5056.427413427381,2262.111129141307,5300.688870858693
ARIMAX + MAPIE (Conformal),2022-12-17,2022-12-24,1,2955.3200604856684,2756,2333.5925934791376,3577.047527492199,1422.2692756993972,4488.370845271939,784.812618732532,5125.827502238804,0.0,5934.6551253446
ARIMAX + MAPIE (Conformal),2022-12-17,2022-12-31,2,3245.5124994271296,2556,2623.785032420599,3867.2399664336604,1712.4617146408584,4778.563284213401,1075.0050576739932,5416.019941180266,266.17743456819835,6224.847564286061
ARIMAX + MAPIE (Conformal),2022-12-17,2023-01-07,3,3298.79631021834,3050,2677.068843211809,3920.5237772248706,1765.7455254320687,4831.847095004611,1128.2888684652034,5469.303751971476,319.4612453594086,6278.1313750772715
ARIMAX + MAPIE (Conformal),2022-12-17,2023-01-14,4,3297.8017878123105,4187,2676.0743208057797,3919.5292548188413,1764.7510030260394,4830.852572598582,1127.2943460591741,5468.309229565447,318.4667229533793,6277.136852671241
ARIMAX + MultiQT (Tracking),2022-12-17,2022-12-24,1,2955.3200604856684,2756,2707.276910888466,3203.363210082871,2468.3666255876087,3442.273495383728,2315.1899216676084,3595.4501993037284,2171.9824568990443,3738.6576640722924
ARIMAX + MultiQT (Tracking),2022-12-17,2022-12-31,2,3245.5124994271296,2556,2901.340232112283,3589.684766741976,2799.338967127358,3691.686031726901,2673.902984362775,3817.122014491484,2480.430323413082,4010.594675441177
ARIMAX + MultiQT (Tracking),2022-12-17,2023-01-07,3,3298.79631021834,3050,3021.5293422860195,3576.06327815066,2671.0978082641877,3926.494812172492,2593.5196813167845,4004.072939119895,2534.5582309082356,4063.034389528444
ARIMAX + MultiQT (Tracking),2022-12-17,2023-01-14,4,3297.8017878123105,4187,3046.278409769693,3549.325165854928,2753.2686995815916,3842.3348760430295,2601.5675746358374,3994.0360009887836,2572.7056622617674,4022.8979133628536
Empirical Baseline,2022-12-24,2022-12-31,1,2756.0,2556,2074.0,3365.5,920.0,4466.200000000002,347.3000000000002,5350.799999999998,-297.3499999999999,6624.649999999992
Empirical Baseline,2022-12-24,2023-01-07,2,2756.0,3050,1557.25,3610.0,-6.0,6017.0,-837.5,7349.0,-1760.75,8737.0
Empirical Baseline,2022-12-24,2023-01-14,3,2756.0,4187,858.0,4025.0,-1580.8000000000002,7460.2,-2706.2,9245.999999999996,-3789.6000000000004,10479.400000000001
Empirical Baseline,2022-12-24,2023-01-21,4,2756.0,4172,617.25,4939.75,-3012.0999999999995,8076.8,-4332.05,10662.949999999997,-5328.849999999999,11595.049999999988
"ARIMA(1,1,0)",2022-12-24,2022-12-31,1,2698.9895909092875,2556,1659.1874689361366,3738.7917128824383,723.3331233589668,4674.646058459608,163.26196696516627,5234.717214853408,-322.5162355665602,5720.495417385135
"ARIMA(1,1,0)",2022-12-24,2023-01-07,2,2694.9364694722094,3050,988.7828776292752,4401.090061315143,-546.8085771355541,5936.681516079972,-1465.7982531285238,6855.671192072943,-2262.8847444656817,7652.7576834101
"ARIMA(1,1,0)",2022-12-24,2023-01-14,3,2706.818803655773,4187,469.7867311039199,4943.850876207626,-1543.611916631493,6957.249523943039,-2748.549965215787,8162.187572527333,-3793.654025157418,9207.291632468965
"ARIMA(1,1,0)",2022-12-24,2023-01-21,4,2723.4962993192507,4172,43.86022330973674,5403.132375328765,-2367.8958342179208,7814.888432856422,-3811.234758125162,9258.227356763664,-5063.116023738394,10510.108622376894
"ARIMA(2,1,0)",2022-12-24,2022-12-31,1,2715.0115310419897,2556,1693.5469193021797,3736.4761427817994,774.1969049590839,4655.826157124895,224.0029264866762,5206.020135597303,-253.2082972210842,5683.231359305064
"ARIMA(2,1,0)",2022-12-24,2023-01-07,2,2668.543232546712,3050,1041.4586441306158,4295.627820962808,-422.96824105529777,5760.054706148721,-1299.3687866278178,6636.455251721241,-2059.515558811704,7396.602023905128
"ARIMA(2,1,0)",2022-12-24,2023-01-14,3,2659.569468966563,4187,424.9309196770255,4894.2080182561,-1586.3134824582453,6905.452420391372,-2789.9623017622257,8109.101239695352,-3833.948147571076,9153.087085504201
"ARIMA(2,1,0)",2022-12-24,2023-01-21,4,2658.4824421913563,4172,-116.2702476212603,5433.2351320039725,-2613.634224658931,7930.599109041644,-4108.206042555537,9425.17092693825,-5404.524203139222,10721.489087521935
Holt ETS,2022-12-24,2022-12-31,1,2781.134503849841,2556,1692.0704292785554,3870.198578421127,711.8787896755789,4850.390218024104,125.27354744485228,5436.99546025483,-383.5190174166173,5945.7880251163
Holt ETS,2022-12-24,2023-01-07,2,2806.231637984619,3050,1012.0856415621718,4600.377634407066,-602.7017221773917,6215.164998146629,-1569.0869619466694,7181.550237915907,-2407.2820365707767,8019.745312540014
Holt ETS,2022-12-24,2023-01-14,3,2831.3287721193965,4187,316.20233812305923,5346.455206115734,-1947.4899098451187,7610.147454083912,-3302.2186035045042,8964.876147743296,-4477.243709173908,10139.901253412701
Holt ETS,2022-12-24,2023-01-21,4,2856.425906254174,4172,-419.80513122051843,6132.656943728867,-3368.515264372815,9081.367076881164,-5133.199589395852,10846.0514019042,-6663.800066958837,12376.651879467187
Damped ETS,2022-12-24,2022-12-31,1,2770.299396996314,2556,1737.8360382355434,3802.762755757085,808.5868084764056,4732.011985516223,252.4685480346334,5288.130245957995,-229.88110676980932,5770.479900762437
Damped ETS,2022-12-24,2023-01-07,2,2765.9614770716107,3050,1138.0094413842653,4393.913512758956,-327.198173405101,5859.121127548322,-1204.0659542198396,6735.988908363061,-1964.6179832956996,7496.540937438921
Damped ETS,2022-12-24,2023-01-14,3,2762.491141131848,4187,558.6709083074079,4966.311373956289,-1424.8360476563712,6949.818329920067,-2611.885121897355,8136.867404161051,-3641.4731644500816,9166.455446713779
Damped ETS,2022-12-24,2023-01-21,4,2759.714872380038,4172,-3.501459671196244,5522.931204431272,-2490.4823548561058,8009.912099616182,-3978.840316197265,9498.27006095734,-5269.768882916251,10789.198627676327
ARIMAX (ARIMA+Cases),2022-12-24,2022-12-31,1,3052.981664007803,2556,2701.2496152116487,3450.5130471022935,2419.466034163475,3852.377718536756,2265.0933767951733,4114.928389378584,2139.197532865747,4357.099752392439
ARIMAX (ARIMA+Cases),2022-12-24,2023-01-07,2,3059.433541010033,3050,2600.9799628910196,3598.695001653643,2247.404219252916,4164.864296182858,2059.232770591299,4545.447083755122,1908.829510365737,4903.598535661664
ARIMAX (ARIMA+Cases),2022-12-24,2023-01-14,3,3067.3310941198597,4187,2490.8125942330435,3777.289412594909,2065.1927350849187,4555.758831181277,1846.110346858124,5096.401770872904,1675.0012132113975,5617.022821682648
ARIMAX (ARIMA+Cases),2022-12-24,2023-01-21,4,2992.885830132147,4172,2348.2039193172477,3814.5603618659306,1887.615847394829,4745.33290476883,1656.4042972122886,5407.716948863835,1478.9263879974146,6056.667637349264
LightGBM (skforecast),2022-12-24,2022-12-31,1,3429.516473753911,2556,2342.699629615462,4516.33331789236,1364.530567502607,5494.502380005215,779.1357564881714,6079.897191019651,271.3930601904117,6587.639887317411
LightGBM (skforecast),2022-12-24,2023-01-07,2,3423.5416349354723,3050,1886.5505141393512,4960.532755731593,503.21056020558126,6343.872709665364,0.0,7171.745990744814,0.0,7889.802598044989
LightGBM (skforecast),2022-12-24,2023-01-14,3,3423.5416349354723,4187,1541.1196423660128,5305.9636275049315,0.0,7000.202141476393,0.0,8014.1356966405765,0.0,8893.571843800311
LightGBM (skforecast),2022-12-24,2023-01-21,4,3451.775838052511,4172,1278.1421497756128,5625.409526329409,0.0,7581.747650555119,0.0,8752.537272583992,0.0,9768.02266517951
XGBoost (sktime),2022-12-24,2022-12-31,1,2902.028564453125,2556,1815.2117203146759,3988.845408591574,837.0426582018208,4967.014470704429,251.6478471873852,5552.409281718865,0.0,6060.1519780166245
XGBoost (sktime),2022-12-24,2023-01-07,2,2902.028564453125,3050,1365.037443657004,4439.019685249246,0.0,5822.359639183016,0.0,6650.232920262466,0.0,7368.2895275626415
XGBoost (sktime),2022-12-24,2023-01-14,3,2708.884765625,4187,826.4627730555405,4591.30675819446,0.0,6285.545272165921,0.0,7299.478827330105,0.0,8178.914974489839
XGBoost (sktime),2022-12-24,2023-01-21,4,2902.028564453125,4172,728.3948761762267,5075.662252730023,0.0,7032.000376955733,0.0,8202.789998984605,0.0,9218.275391580124
N-BEATS (Neural),2022-12-24,2022-12-31,1,2782.6785714285716,2556,1641.5208850831998,3923.8362577739435,614.4433698647022,4950.9137729924405,0.0,5565.5783245575985,0.0,6098.708155670247
N-BEATS (Neural),2022-12-24,2023-01-07,2,2809.3571428571427,3050,1195.5164660212154,4423.19781969307,0.0,5875.704771323528,0.0,6744.971716456951,0.0,7498.931154122136
N-BEATS (Neural),2022-12-24,2023-01-14,3,2836.035714285714,4187,859.4926220877817,4812.578806483647,0.0,6591.529246153681,0.0,7656.159479076074,0.0,8579.567433593795
N-BEATS (Neural),2022-12-24,2023-01-21,4,2862.714285714286,4172,580.3989130235423,5145.029658405029,0.0,7199.184688842024,0.0,8428.51379197234,0.0,9494.773454197635
N-HiTS (Neural),2022-12-24,2022-12-31,1,2774.08,2556,1687.2631558615508,3860.896844138449,709.0940937486957,4839.065906251304,123.69928273426012,5424.46071726574,0.0,5932.203413563499
N-HiTS (Neural),2022-12-24,2023-01-07,2,2792.16,3050,1255.1688792038788,4329.151120796121,0.0,5712.491074729891,0.0,6540.364355809341,0.0,7258.420963109516
N-HiTS (Neural),2022-12-24,2023-01-14,3,2810.24,4187,927.8180074305403,4692.6619925694595,0.0,6386.900506540921,0.0,7400.834061705104,0.0,8280.270208864838
N-HiTS (Neural),2022-12-24,2023-01-21,4,2828.32,4172,654.6863117231019,5001.953688276899,0.0,6958.291812502608,0.0,8129.081434531479,0.0,9144.566827126999
TimesFM (Google FM),2022-12-24,2022-12-31,1,2856.1,2556,2620.638164077542,3091.5618359224577,2408.715166702374,3303.4848332976258,2281.887782967622,3430.3122170323777,2171.883941850066,3540.3160581499337
TimesFM (Google FM),2022-12-24,2023-01-07,2,2956.2,3050,2623.206678217192,3289.1933217828077,2323.502301150471,3588.8976988495288,2144.1412949924875,3768.258705007512,1988.572370970905,3923.8276290290946
TimesFM (Google FM),2022-12-24,2023-01-14,3,3056.3,4187,2648.468136938857,3464.1318630611436,2281.40673819278,3831.1932618072206,2061.7352657731544,4050.864734226846,1871.2030239298135,4241.396976070187
TimesFM (Google FM),2022-12-24,2023-01-21,4,3156.4,4172,2685.476328155085,3627.323671844915,2261.630333404748,4051.1696665952522,2007.975565935244,4304.824434064756,1787.9678837001325,4524.832116299867
Chronos (Amazon FM),2022-12-24,2022-12-31,1,2859.8333333333335,2556,2599.5860409979855,3120.0806256686815,2365.355359688589,3354.311306978078,2225.1777250343894,3494.4889416322776,2103.5945322202488,3616.072134446418
Chronos (Amazon FM),2022-12-24,2023-01-07,2,2963.6666666666665,3050,2595.6214162751417,3331.7119170581914,2264.369210043503,3662.9641232898302,2066.128097974153,3861.20523535918,1894.1834977397723,4033.149835593561
Chronos (Amazon FM),2022-12-24,2023-01-14,3,3067.5,4187,2616.738467142947,3518.261532857053,2211.0390264235984,3923.9609735764016,1968.2442411176971,4166.755758882303,1757.655973817162,4377.344026182838
Chronos (Amazon FM),2022-12-24,2023-01-21,4,3171.3333333333335,4172,2650.8387486626375,3691.8279180040295,2182.377386043844,4160.289280622823,1902.0221167354455,4440.644549931221,1658.855731107164,4683.8109355595025
ARIMAX + MAPIE (Conformal),2022-12-24,2022-12-31,1,3052.981664007803,2556,2430.6488219764165,3675.3145060391894,1538.8652335280624,4567.098094487544,902.243560997284,5203.719767018321,88.76117063355423,6017.202157382051
ARIMAX + MAPIE (Conformal),2022-12-24,2023-01-07,2,3059.433541010033,3050,2437.1006989786465,3681.7663830414194,1545.3171105302924,4573.549971489773,908.6954379995141,5210.171644020552,95.21304763578428,6023.654034384282
ARIMAX + MAPIE (Conformal),2022-12-24,2023-01-14,3,3067.3310941198597,4187,2444.9982520884732,3689.663936151246,1553.2146636401192,4581.4475245996,916.5929911093408,5218.069197130379,103.11060074561101,6031.551587494108
ARIMAX + MAPIE (Conformal),2022-12-24,2023-01-21,4,2992.885830132147,4172,2370.5529881007606,3615.2186721635335,1478.7693996524065,4507.002260611887,842.1477271216281,5143.623933142666,28.66533675789833,5957.106323506396
ARIMAX + MultiQT (Tracking),2022-12-24,2022-12-31,1,3052.981664007803,2556,2832.4748374524324,3273.4884905631734,2653.5060488464787,3452.457279169127,2423.1116307922534,3682.8516972233524,2269.6440604211784,3836.3192675944274
ARIMAX + MultiQT (Tracking),2022-12-24,2023-01-07,2,3059.433541010033,3050,2709.513853128253,3409.353228891813,2562.023610437507,3556.843471582559,2362.7568346748967,3756.1102473451692,2294.3513649959855,3824.5157170240805
ARIMAX + MultiQT (Tracking),2022-12-24,2023-01-14,3,3067.3310941198597,4187,2808.184821182727,3326.4773670569925,2439.6325921657076,3695.029596074012,2362.0544652183044,3772.607723021415,2303.093014809756,3831.5691734299635
ARIMAX + MultiQT (Tracking),2022-12-24,2023-01-21,4,2992.885830132147,4172,2741.3624520895296,3244.4092081747644,2423.5920454605766,3562.1796148037174,2274.3868735153314,3711.3847867489626,2087.6071570345703,3898.164503229724
Empirical Baseline,2022-12-31,2023-01-07,1,2556.0,3050,1884.5,3162.25,721.0,4241.400000000003,152.3499999999999,5143.1,-491.8249999999998,6393.6749999999865
Empirical Baseline,2022-12-31,2023-01-14,2,2556.0,4187,1358.5,3401.0,-205.80000000000018,5801.200000000001,-1031.7999999999997,7142.799999999998,-1947.6999999999998,8525.799999999997
Empirical Baseline,2022-12-31,2023-01-21,3,2556.0,4172,688.75,3794.25,-1756.5,7252.5,-2888.0,9039.25,-3985.625,10273.875
Empirical Baseline,2022-12-31,2023-01-28,4,2556.0,3492,434.0,4644.0,-3171.8,7874.4,-4527.4,10439.599999999991,-5513.8,11378.400000000003
"ARIMA(1,1,0)",2022-12-31,2023-01-07,1,2507.8658068929117,3050,1471.5764263016256,3544.155187484198,538.8836575453115,4476.847956240512,-19.295422379054344,5035.027036164878,-503.4325307464387,5519.164144532262
"ARIMA(1,1,0)",2022-12-31,2023-01-14,2,2505.444192452914,4187,804.9764788464945,4205.911906059334,-725.4975081390157,5736.385893044844,-1641.424585651232,6652.312970557061,-2435.8547295438334,7446.743114449662
"ARIMA(1,1,0)",2022-12-31,2023-01-21,3,2516.782356406407,4172,287.146214950154,4746.41849786266,-1719.5958640890217,6753.160576901835,-2920.5502242447315,7954.114937057546,-3962.1990285778706,8995.763741390685
"ARIMA(1,1,0)",2022-12-31,2023-01-28,4,2532.262301614832,3492,-138.55740301827927,5203.082006247943,-2542.3784512874718,7606.903054517135,-3980.96859154864,9045.493194778304,-5228.730995553901,10293.255598783566
"ARIMA(2,1,0)",2022-12-31,2023-01-07,1,2470.5447147879368,3050,1452.546143560606,3488.5432860152678,536.3156737991224,4404.773755776751,-12.0113828071826,4953.100812383056,-487.60333021758424,5428.692759793457
"ARIMA(2,1,0)",2022-12-31,2023-01-14,2,2419.248771636332,4187,797.595779383204,4040.90176388946,-661.9424998217096,5500.440043094373,-1535.4174114877665,6373.91495476043,-2293.026632569219,7131.524175841883
"ARIMA(2,1,0)",2022-12-31,2023-01-21,3,2399.2995744999353,4172,172.07992696289602,4626.5192220369745,-1832.4872321683788,6631.086381168249,-3032.1399903027504,7830.739139302621,-4072.659848995466,8871.258997995337
"ARIMA(2,1,0)",2022-12-31,2023-01-28,4,2393.7768241957783,3492,-371.80945894737897,5159.363107338935,-2860.923384043762,7648.4770324353185,-4350.557877929528,9138.111526321085,-5642.593646256583,10430.14729464814
Holt ETS,2022-12-31,2023-01-07,1,2511.472299781745,3050,1425.9976691294983,3596.9469304339914,449.0366410235092,4573.90795853998,-135.6352102628598,5158.579809826349,-642.7508468143824,5665.695446377872
Holt ETS,2022-12-31,2023-01-14,2,2466.9220865923926,4187,678.6474628130788,4255.196710371706,-930.8554823948584,5864.699655579643,-1894.0782103781257,6827.922383562911,-2729.5302776658345,7663.37445085062
Holt ETS,2022-12-31,2023-01-21,3,2422.3718734030404,4172,-84.56887235984505,4929.312619165926,-2340.893745571873,7185.637492377953,-3691.213361986746,8535.957108792827,-4862.414250689766,9707.157997495848
Holt ETS,2022-12-31,2023-01-28,4,2377.821660213688,3492,-887.7925066242647,5643.43582705164,-3826.947125018649,8582.590445446025,-5585.9128590817845,10341.55617950916,-7111.553311823277,11867.196632250652
Damped ETS,2022-12-31,2023-01-07,1,2504.6957800116643,3050,1475.6348094250634,3533.756750598265,549.4478351574751,4459.943724865853,-4.8377886326311454,5014.229348655959,-485.5979044501496,5494.989464473478
Damped ETS,2022-12-31,2023-01-14,2,2454.20886503898,4187,831.4436579400451,4076.974072137915,-629.0956493207536,5537.513379398713,-1503.1696359854914,6411.587366063452,-2261.2984652858618,7169.716195363822
Damped ETS,2022-12-31,2023-01-21,3,2413.8193330608324,4172,217.0540162470793,4610.584649874585,-1760.10329523458,6587.741961356245,-2943.3523628350026,7770.991028956667,-3969.6444663371526,8797.283132458817
Damped ETS,2022-12-31,2023-01-28,4,2381.5077074783144,3492,-372.77982831801774,5135.795243274646,-2851.724528346808,7614.739943303437,-4335.27315035502,9098.288565311648,-5622.030332438584,10385.045747395212
ARIMAX (ARIMA+Cases),2022-12-31,2023-01-07,1,2616.706404932511,3050,2315.2882001925313,2957.365052456726,2073.807569358442,3301.729876380518,1941.5124233242768,3526.710582614281,1833.6203031421148,3734.2258906500206
ARIMAX (ARIMA+Cases),2022-12-31,2023-01-14,2,2532.308208564505,4187,2152.8202011385224,2978.6903986556185,1860.148592978873,3447.350866144494,1704.391302851239,3762.390040617844,1579.896995499625,4058.8626229618585
ARIMAX (ARIMA+Cases),2022-12-31,2023-01-21,3,2488.936317517661,4172,2021.0439505970041,3065.150557873055,1675.6322589883544,3696.9949458948818,1497.8414940506632,4135.820790960703,1358.985178788335,4558.404380967299
